"AES90";"One Night in the Tropics";"Allan Jones";"Und";"RU:"
"AES90";"One Night in the Tropics";"Nancy Kelly";"Und";"R:marries"
"AES90";"One Night in the Tropics";"Bud Abbott";"Und";"RU:"
"AES90";"One Night in the Tropics";"Lou Costello";"Und";"RU:"
"AES90";"One Night in the Tropics";"Bob Cummings";"Und";"RU:"
"AES90";"One Night in the Tropics";"Leo Carillo";"Und";"RU:"
"AES90";"One Night in the Tropics";"Peggy Moran";"Und";"RU:"
"AES90";"One Night in the Tropics";"Mary Boland";"Und";"RU:"
"AES100";"Follow the Boys";"George Raft";"Und";"RU:"
"AES100";"Follow the Boys";"Vera Zorina";"Und";"RU:"
"AES100";"Follow the Boys";"Charley Grapwin";"Und";"RU:"
"AES100";"Follow the Boys";"Grace MacDonald";"Und";"RU:"
"AES100";"Follow the Boys";"Charles Butterworth";"Und";"RU:"
"AES100";"Follow the Boys";"George Macready";"Und";"RU:"
"AES100";"Follow the Boys";"Elizabeth Patterson";"Und";"RU:"
"AES100";"Follow the Boys";"Orson Welles";"Cam";"RU:"
"AES100";"Follow the Boys";"Marlene Dietrich";"Cam";"RU:"
"AES100";"Follow the Boys";"Jeanette MacDonald";"Cam";"RU:"
"AES100";"Follow the Boys";"Dinah Shore";"Cam";"RU:"
"AES100";"Follow the Boys";"W.C. Fields";"Und";"RU:"
"AES100";"Follow the Boys";"The Andrews Sisters";"Cam";"RU:"
"AES100";"Follow the Boys";"Sophie Tucker";"Cam";"RU:"
"AES100";"Follow the Boys";"Artur Rubinstein";"Cam";"RU:"
"AEy20";"Calendar";"Atom Egoyan";"Und";"R:photographer, visits homeland"
"AEy20";"Calendar";"Arsinee Khanjian";"Und";"R:photographer's love, translator, falls for guide"
"AEy20";"Calendar";"Ashot Adamian";"Und";"R:native guide"
"AEy22";"Exotica";"Bruce Greenwood";"Und";"RU:"
"AEy22";"Exotica";"Mia Kirshner";"Und";"RU:"
"AEy22";"Exotica";"Don McKellar";"Und";"RU:"
"AEy22";"Exotica";"Elias Koteas";"Und";"RU:"
"AEy25";"The Sweet Hereafter";"Ian Holm";"Und";"R:negligence lawyer ""Mitchell Stephens"""
"AEy25";"The Sweet Hereafter";"Bruce Greenwood";"Und";"R:wary mechanic, has lost daughter in crash"
"AEy25";"The Sweet Hereafter";"Caerthan Banks";"Und";"R:lawyer's daughter, addict"
"AEy25";"The Sweet Hereafter";"Gabrielle Rose";"Und";"R:bus driver"
"AEy25";"The Sweet Hereafter";"Alberta Watson";"Und";"R:lawyer's whiney love"
"AEy25";"The Sweet Hereafter";"Sarah Polley";"Und";"R:paralyzed victim"
"AfA10";"Like Water for Chocolate";"Lumi Cavazos";"Und";"R:passionate, culinary sorceress ""Tita"""
"AfA10";"Like Water for Chocolate";"Marco Leonardo";"Und";"R:lover"
"AfA10";"Like Water for Chocolate";"Regina Torre";"Und";"R:merciless mother"
"AfA10";"Like Water for Chocolate";"s a";"Und";"R:older sister, married by love"
"AfA10";"Like Water for Chocolate";"s a";"Und";"R:oldest sister, becomes revolutionary ""Gertrudis"""
"AfA10";"Like Water for Chocolate";"s a";"Und";"R:doctor, loves Tita selflessly"
"AfA10";"Like Water for Chocolate";"Teodoro Bastida";"Und";"R:revolutionary"
"AfA10";"Like Water for Chocolate";"s a";"Und";"R:sister's daughter ""Esperanza"""
"AFl10";"Threesome";"Lara Flynn Boyle";"Und";"R:coed assigned to male dorm ""Alex"""
"AFl10";"Threesome";"Stephen Baldwin";"Und";"R:student, heterosexual"
"AFl10";"Threesome";"Josh Charles";"Und";"R:student, unsure"
"AHa10";"The Lion in Winter";"Katherine Hepburn";"Und";"R:loved. leaves ""Eleanor of Acquitaine"""
"AHa10";"The Lion in Winter";"Peter OToole";"Und";"R:king ""Henry II"""
"AHa10";"The Lion in Winter";"Anthony Hopkins";"Und";"RZ:archbishop ""Becket"""
"AHa10";"The Lion in Winter";"Jane Merrow";"Und";"RU:"
"AHa10";"The Lion in Winter";"John Castle";"Und";"RU:"
"AHa10";"The Lion in Winter";"Nigel Terry";"Und";"RU:"
"AHa10";"The Lion in Winter";"Timothy Dalton";"Und";"RU:"
"AGi10";"Kadosh";"Yael Abecassis";"Und";"R:orthodox Jewish woman, seeking freedom"
"AGi10";"Kadosh";"Meitel Barda";"Und";"R:sister, seeking freedom"
"AHo1";"Candystripe Nurses";"Candice Rialson";"Und";"R:manipulative"
"AHo1";"Candystripe Nurses";"Maya Rojo";"Und";"R:savior"
"AHo1";"Candystripe Nurses";"Carlos Judd";"Und";"RZ:robbery suspect"
"AHo1";"Candystripe Nurses";"Robin Mattson";"Und";"R:nice girl, falls for jock"
"AHo1";"Candystripe Nurses";"John Hudson";"Sci";"RZ:doctor"
"AG20";"Napoleon";"Albert Dieudonne";"Und";"R:general, emperor"
"AG20";"Napoleon";"Antonin Artaud";"Und";"RU:"
"AG20";"Napoleon";"Pierre Batcheff";"Und";"RU:"
"AG20";"Napoleon";"Conrad Veidt";"Psy";"R:marquis ""deSade"""
"AG30";"La Fin du Monde";"Abel Gance";"Und";"RU:"
"AG30";"La Fin du Monde";"Colette Darfeuil";"Und";"RU:"
"AG30";"La Fin du Monde";"Sylvia Grenade";"Und";"RU:"
"AG30";"La Fin du Monde";"Victor Franceen";"Und";"RU:"
"AG40";"Napoleon";"Albert Dieudonne";"Und";"R:general, emperor ""Napoleon"""
"AG40";"Napoleon";"Antonin Artaud";"Und";"RU:"
"AG40";"Napoleon";"Pierre Batcheff";"Und";"RU:"
"AG70";"Austerlitz";"Roland Bartrop";"Und";"R:admiral ""Horatio Nelson"""
"AGe20";"Scampolo";"Carmen Boni";"Und";"R:dwarf ""Scampolo"""
"AGe20";"Scampolo";"Lia Crithi";"Und";"RN:""Andree Bertini"""
"AGe20";"Scampolo";"Hans Junkermann";"Und";"R:count ""Bertini"""
"AGe20";"Scampolo";"Max Schreck";"Und";"RU:"
"AGe20";"Scampolo";"Carl Goetz";"Und";"R:teacher"
"AGe20";"Scampolo";"Karl Platen";"Und";"RU:"
"AGe20";"Scampolo";"Oreste Bilancia";"Und";"RU:"
"AgH1";"To Kill A Priest";"Christopher Lamber";"Und";"R:priest, killed ""Father Jerzy Popieluszko"""
"AgH1";"To Kill A Priest";"Ed Harris";"Und";"R:policeman, killer"
"AgH5";"Angry Harvest";"Armin Mueller Stahl";"Und";"R:Polish Catholic farmer, savior"
"AgH5";"Angry Harvest";"s a";"Und";"R:Jewish woman, saved"
"AgH10";"Europa, Europa";"Marco Hofschneider";"Und";"R:jew, disguised ""Solomon Perel"""
"AgH10";"Europa, Europa";"Rene Hofschneider";"Und";"R:older brother"
"AgH10";"Europa, Europa";"Julie Delpy";"Und";"R:nazi girlfriend"
"AgH10";"Europa, Europa";"Solomon Perel";"Cam";"R:survivor"
"AgH10";"Europa, Europa";"Andre Wilms";"Und";"RU:"
"AgH10";"Europa, Europa";"Halina Labonarska";"Und";"RU:"
"AgH10";"Europa, Europa";"s a";"Und";"R:dream figure ""Hitler"""
"AgH10";"Europa, Europa";"s a";"Und";"R:dream figure ""Stalin"""
"AgH10";"Europa, Europa";"s a";"Und";"R:son of Stalin"
"AgH13";"Olivier, Olivier";"Emmanuel Morozov";"Und";"R:spoiled young boy, disaapears ""Olivier"""
"AgH13";"Olivier, Olivier";"Francois Cluzet";"Und";"R:veterinarian, father"
"AgH13";"Olivier, Olivier";"Brigitte Rouan";"Und";"R:mother"
"AgH13";"Olivier, Olivier";"Faye Gatteau";"Und";"R:older sister"
"AgH15";"The Secret Garden";"Kate Maberly";"Und";"R:waif, retreats to garden"
"AgH15";"The Secret Garden";"John Lynch";"Und";"R:mean uncle, lord ""Craven"""
"AgH15";"The Secret Garden";"Andrew Knott";"Und";"R:neighbor kid"
"AgH15";"The Secret Garden";"Heydon Prowse";"Und";"R:lord's ailing son"
"AgH15";"The Secret Garden";"Maggie Smith";"Und";"RU:"
"AgH19";"Washington Square";"Jennifer Jason Leigh";"Und";"R:shy, plain girl,  blooms ""Catherine"""
"AgH19";"Washington Square";"Ben Chaplin";"Und";"R:penniless admirer ""Morris Townsend"""
"AgH19";"Washington Square";"Albert Finney";"Und";"R:disappointed father, widower ""Dr.Sloper"""
"AMt10";"Son of the Shark";"Ludovic Vandendaele";"Und";"R:homeless kid"
"AMt10";"Son of the Shark";"Erick daSilva";"Und";"R:homelesss brother"
"AMt10";"Son of the Shark";"Sandrine Blancke";"Und";"RU:"
"AMt15";"Artemisia";"Valentina Cervi";"Und";"R:female painter ""Artemisia Gentileschi"""
"AMt15";"Artemisia";"Michel Serrault";"Und";"R:father, painter"
"AGl10";"The Mambo Kings";"Armand Assante";"Und";"R:sex machine, pianist"
"AGl10";"The Mambo Kings";"Antonio Banderas";"Und";"R:younger, sad brother, trumpet player, song writer"
"AGl10";"The Mambo Kings";"Cathy Motiarty";"Und";"R:cigarette girl"
"AGl10";"The Mambo Kings";"Talisa Soto";"Und";"R:trumpeter's abondoned girlfriend"
"AGl10";"The Mambo Kings";"Desi Arnaz jr.";"Und";"R:show host ""Desi Arnaz"""
"AGl10";"The Mambo Kings";"Maruschka Detmers";"Und";"R:scholarly beauty, loves trumpeter"
"AGl12";"Just Cause";"Sean Connery";"Und";"RU:"
"AGl12";"Just Cause";"Kate Capshaw";"Und";"RU:"
"AGl12";"Just Cause";"Laurence Fishburne";"Und";"RU:"
"AGl12";"Just Cause";"Blair Underwood";"Und";"RU:"
"AGl12";"Just Cause";"Ruby Dee";"Und";"RU:"
"AGl12";"Just Cause";"Ed Harris";"Und";"RU:"
"AGm10";"Sometimes they come back ... again";"Richard Gross";"Und";"R:wieird guy"
"AGm10";"Sometimes they come back ... again";"Alexis Arquette";"Und";"R:randdaughter"
"AGm10";"Sometimes they come back ... again";"Helen Sork";"Und";"RU:"
"AGm10";"Sometimes they come back ... again";"Jennifer Elisa cox";"Und";"RU:"
"AGm10";"Sometimes they come back ... again";"Morgan Sheppard";"Und";"RU:"
"AGm10";"Sometimes they come back ... again";"Jennifer Aspen";"Und";"RU:"
"AGr10";"The Last Dinosaur";"Richard Boone";"Und";"R:richest man ""Masten Thrust"""
"AGr10";"The Last Dinosaur";"Joan vanArk";"Und";"RU:"
"AGs10";"Visions of Light: The Art of Cinematography";"Conrad Hall";"Und";"RU:"
"AGs10";"Visions of Light: The Art of Cinematography";"Ernest Dickerson";"Und";"RU:"
"AGs10";"Visions of Light: The Art of Cinematography";"Vilmos Zsigmond";"Und";"R:cinamatographer ""Zsigmond"""
"AGs10";"Visions of Light: The Art of Cinematography";"Gordon Willis";"Und";"RU:"
"AGs10";"Visions of Light: The Art of Cinematography";"Allen Daviau";"Und";"R:cinematographer interviewee ""Allen Daviau"""
"AGs10";"Visions of Light: The Art of Cinematography";"Caleb Deschanel";"Und";"R:cinematographer interviewee ""Caleb Deschanel"""
"AGs10";"Visions of Light: The Art of Cinematography";"Haskell Wexler";"Und";"R:cinematographer interviewee ""Haskell Wexler"""
"AGs10";"Visions of Light: The Art of Cinematography";"Allen Daviau";"Und";"R:cinematographer interviewee ""Allen Daviau"""
"AGs10";"Visions of Light: The Art of Cinematography";"John Bailey";"Und";"R:cinematographer interviewee ""John Bailey"""
"AGs10";"Visions of Light: The Art of Cinematography";"Nestor Almendros";"Und";"R:cinematographer interviewee ""Nestor Almendros"""
"AHb20";"Furia a Bahia pour OSS 117";"Frederick Stafford";"Und";"R:agent ""OSS 117"""
"AHb20";"Furia a Bahia pour OSS 117";"Mylene Demongeot";"Und";"RU:"
"AHu1";"Boat People";"Lam ChiCheung";"Und";"RU:"
"AHu1";"Boat People";"Cora Miao";"Und";"R:madam"
"AII1";"The Adventures of Scaramouche";"Gerald Barray";"Her";"R:disguised noblemn ""Scaramouche"""
"AII1";"The Adventures of Scaramouche";"Alberto deMendoza";"Vil";"R:foe ""M.delaTour"""
"AII1";"The Adventures of Scaramouche";"Gianna Maria Canale";"Lov";"R:conquest ""Suzanne"""
"AII3";"They Came to Rob Las Vegas";"Gary Lockwood";"Und";"blackjack dealer ""Tony Vincenzo"""
"AII3";"They Came to Rob Las Vegas";"Elke Sommer";"Und";"hijacks armored car ""Anne"""
"AiN10";"";"Madjid Nirumand";"Und";"R:homeless boy, follows thief"
"AJa1";"Nina Takes a Lover";"Laura SanGiacomo";"Und";"R:trendy wife, seeks adventure ""Nina"""
"AJa1";"Nina Takes a Lover";"Paul Rhys";"Und";"R:sexy photographer"
"AJa1";"Nina Takes a Lover";"Michael OKeefe";"Und";"R:journalist, interviews wife"
"AJa1";"Nina Takes a Lover";"Fisher Stevens";"Und";"R:sleazy pick-up artist ""Paulie"""
"AJa1";"Nina Takes a Lover";"Cristi Conaway";"Und";"R:friend with marital problems, takes on paulie"
"AJa1";"Nina Takes a Lover";"s a";"Und";"R:boring husband"
"AJG50";"A Chump at Oxford";"Stan Laurel";"Und";"R:street cleaner, wins education"
"AJG50";"A Chump at Oxford";"Oliver Hardy";"Und";"R:street cleaner, wins education"
"AJG50";"A Chump at Oxford";"James Finlayson";"Und";"RU:"
"AJG50";"A Chump at Oxford";"Forrester Harvey";"Und";"RU:"
"AJG50";"A Chump at Oxford";"Wilfrid Lucas";"Und";"RU:"
"AJG50";"A Chump at Oxford";"Peter Cushing";"Und";"RU:"
"AJo10";"Love Letters";"Jamie Lee Curtis";"Und";"R:affected by mother's letters, starts affair with older man"
"AJo10";"Love Letters";"James Keach";"Und";"R:lover"
"AJo10";"Love Letters";"Matt Clark";"Und";"RU:"
"AJo10";"Love Letters";"Bonnie Bartlett";"Und";"RZ:mother, writes abouyt lost love"
"AJo10";"Love Letters";"Amy Madigan";"Und";"RU:"
"AJP1";"Klute";"Jane Fonda";"Und";"R:high-bracket call girl ""Bree"""
"AJP1";"Klute";"Donald Sutherland";"Und";"RZ:policeman, leaves force"
"AJP1";"Klute";"Roy Scheider";"Und";"RZ:research scientist, disappears"
"AJP1";"Klute";"Charles Cioffi";"Und";"RU:"
"AJP1";"Klute";"Rita Gam";"Und";"RU:"
"AJP1";"Klute";"Dorothy Tristan";"Und";"RU:"
"AJP1";"Klute";"Richard Shull";"Und";"RU:"
"AJP1";"Klute";"Anthony Holland";"Und";"RU:"
"AJP1";"Klute";"Jane White";"Und";"RU:"
"AJP2";"TZ:The Parallax View";"Warren Beatty";"Und";"R:crusading journalist"
"AJP2";"TZ:The Parallax View";"Paula Prentiss";"Und";"RU:"
"AJP2";"TZ:The Parallax View";"Hume Cronyn";"Und";"RU:"
"AJP2";"TZ:The Parallax View";"William Daniels";"Und";"RU:"
"AJP2";"The Parallax View";"Walter McGinn";"Und";"RU:"
"AJP3";"All the President's Men";"Robert Redford";"Und";"R:investigative reporter ""Bob Woodward"""
"AJP3";"All the President's Men";"Dustin Hoffman";"Und";"R:reporter ""Carl Bernstein"""
"AJP3";"All the President's Men";"Jason Robards jr";"Und";"RZ:president ""Nixon"""
"AJP3";"All the President's Men";"Martin Balsam";"Und";"RU:"
"AJP3";"All the President's Men";"Hal Holbrook";"Und";"RU:"
"AJP3";"All the President's Men";"Jack Warden";"Und";"RU:"
"AJP3";"All the President's Men";"Jane Alexander";"Und";"RU:"
"AJP3";"All the President's Men";"Meredith Baxter";"Und";"RU:"
"AJP5";"TZ:Starting Over";"Burt Reynolds";"Und";"RU:"
"AJP5";"TZ:Starting Over";"Jill Clayburgh";"Und";"RU:"
"AJP5";"TZ:Starting Over";"Candice Bergen";"Und";"RU:"
"AJP5";"Starting Over";"Kevin Bacon";"Und";"RU:"
"AJP5";"Starting Over";"Tony Romano";"Und";"RU:"
"AJP6";"TZ:Rollover";"Jane Fonda";"Und";"RU:"
"AJP6";"TZ:Rollover";"Kris Kristofferson";"Und";"RU:"
"AJP6";"TZ:Rollover";"Hume Cronyn";"Und";"RU:"
"AJP7";"TZ:Sophie's Choice";"Meryl Streep";"Und";"R:Polish concentration camp survivor"
"AJP7";"TZ:Sophie's Choice";"Kevin Kline";"Und";"RU:"
"AJP7";"TZ:Sophie's Choice";"Peter MacNicol";"Und";"RU:"
"AJP7";"Sophie's Choice";"Rita Karin";"Und";"RU:"
"AJP7";"Sophie's Choice";"Stephen d. Newman";"Und";"RU:"
"AJP7";"Sophie's Choice";"Josh Mostel";"Und";"RU:"
"AJP15";"Presumed Innocent";"Harrison Ford";"Und";"R:lawyer, suspect"
"AJP15";"Presumed Innocent";"Bonnie Bedalla";"Und";"R:nervous wife"
"AJP15";"Presumed Innocent";"Raul Julia";"Und";"R:lawyer ""Sandy Stern"""
"AJP15";"Presumed Innocent";"Greta Scacchi";"Und";"R:colleague, lover, murdered"
"AJP15";"Presumed Innocent";"Brian Dennehy";"Und";"RU:"
"AJP15";"Presumed Innocent";"Paul Winfield";"Und";"R:judge"
"AJP15";"Presumed Innocent";"Bradley Whitford";"Und";"RU:"
"AJP25";"Pelican Brief";"Julia Roberts";"Und";"R:fragile, determined law student"
"AJP25";"Pelican Brief";"Denzel Washington";"Und";"R:reporter, wants her story"
"AJP25";"Pelican Brief";"Robert Culp";"Und";"R:addled president"
"AJP25";"Pelican Brief";"Hume Cronyn";"Und";"RU:"
"AJP25";"Pelican Brief";"John Litgow";"Und";"RU:"
"AJP25";"Pelican Brief";"John Heard";"Und";"RU:"
"AJP29";"The Devil's Own";"Harrison Ford";"Her, Agt";"R:righteous police sergeant, finds IRA stash ""Tom OMara"""
"AJP29";"The Devil's Own";"Brad Pitt";"Vil";"R:IRA terrorist, to get weapons from US ""Frankie McGuire"""
"AJP29";"The Devil's Own";"Margaret Colin";"Und";"R:Tom's wife ""Mera OMara"""
"AJP29";"The Devil's Own";"Ruben Blades";"Sdk";"RZ:cop, makes mistake, killed by Frankie ""Eddie"""
"AJP29";"The Devil's Own";"Treat Williams";"Vil";"RZ: missile supplier, delayed, killed"
"AJP29";"The Devil's Own";"George Hearn";"Und";"RZ:rich U.S. contact ""Peter"""
"AJP29";"The Devil's Own";"x Ryan";"Und";"RZ:Irish relief agent ""Shawn"""
"AJP29";"The Devil's Own";"Natascha McElhone";"Und";"RU:IRA funding go-between ""Megan Doughery"""
"AJP29";"The Devil's Own";"Ashley Ohara";"Inn";"R:daughter ""Moragan OMara"""
"AJs1";"The Noose";"Lina Basquette";"Und";"R:chorus girl, faithful"
"AJs1";"The Noose";"Richard Barthelmess";"Vic";"R:delinquent kid, killed villain, must hang"
"AJs1";"The Noose";"Alice Joyce";"Und";"R:weepy mother"
"AJs1";"The Noose";"Thelma Todd";"Und";"R:rich tease"
"AJy10";"Magic Mountain";"Alexandro Jodorowsky";"Und";"R:leader, priest"
"AJy10";"Magic Mountain";"s a";"Und";"R:priest"
"AJy10";"Magic Mountain";"s a";"Und";"R:faithful whore"
"AJy10";"Magic Mountain";"s a";"Und";"R:stunted dwarf"
"AJy10";"Magic Mountain";"s a";"Und";"R:naked beauty"
"AJy10";"Magic Mountain";"s a";"Und";"R:comfort industrialist"
"AJy10";"Magic Mountain";"s a";"Und";"R:weapons industrialist"
"AJy10";"Magic Mountain";"s a";"Und";"R:architect"
"AK50";"Marius";"Pierre Fresnay";"Und";"R:wants to go to sea ""Marius"""
"AK50";"Marius";"Raimu";"Und";"R:father ""Cèsar"""
"AK50";"Marius";"Orane Démazis";"Und";"R:girlfriend ""Fanny"""
"AK57";"The Private Life of Henry VIII";"Charles Laughton";"Rul";"R:king ""Henry VIII"""
"AK57";"The Private Life of Henry VIII";"Merle Oberon";"Vic";"R:wife"
"AK57";"The Private Life of Henry VIII";"Binnie Barnes";"Vic";"R:wife"
"AK57";"The Private Life of Henry VIII";"Wendy Barrie";"Vic";"R:wife"
"AK57";"The Private Life of Henry VIII";"Elsa Lanchester";"Vic";"R:wife"
"AK59";"The Private Life of Don Juan";"Douglas Fairbanks";"Und";"R:rogue ""Don Juan"""
"AK90";"That Hamilton Woman";"Vivien Leigh";"Lov,Her";"R:dancer, becomes Lady, rejected ""Lady Emma Hamilton"""
"AK90";"That Hamilton Woman";"Laurence Oliver";"Her";"R:admiral, lord, lover ""Horatio Nelson"""
"AK90";"That Hamilton Woman";"Alan Mowbray";"Wmp";"R:husband, ambassador ""Sir Hamilton"""
"AK90";"That Hamilton Woman";"Sara Allgood";"Und";"R:dry ""Lady Nelson"""
"AK90";"That Hamilton Woman";"Gladys Cooper";"Und";"RZ:mother ""Mrs. Hart"""
"AK90";"That Hamilton Woman";"Henry Wilcoxon";"Und";"R:captain ""Hardy"""
"AK90";"That Hamilton Woman";"Heather Angel";"Und";"RZ:queen ""of Naples"""
"AKa5";"Ariel";"Turo Pajala";"Und";"R:joblees miner, takes off"
"AKa5";"Ariel";"Susanna Haavisto";"Und";"R:love found"
"AKa5";"Ariel";"Matti Pellonpaa";"Und";"RU:"
"AKa15";"The Match Factory Girl";"Kati Outinen";"Und";"R:rejected ""Iris"""
"AKa15";"The Match Factory Girl";"Elina Salo";"Und";"R:one night lover, poisoned"
"AKa15";"The Match Factory Girl";"Esko Nikkari";"Und";"R:abusive father"
"AKa15";"The Match Factory Girl";"Vesa Vierikko";"Und";"R:abusive mother"
"AKa20";"La Vie de Bohème";"Andre Wilms";"Und";"R:unrecognized author, resourceful ""Marcel"""
"AKa20";"La Vie de Bohème";"Matti PellonäÄ";"Und";"R:Albanian painter ""Rodolfo"""
"AKa20";"La Vie de Bohème";"Kari Väänaänen";"Und";"R:composer ""Schaunard"""
"AKa20";"La Vie de Bohème";"s a";"Und";"R:beautiful waif"
"AKa20";"La Vie de Bohème";"Christine Murillo";"Und";"R:Marcel's girlfriend ""Musette"""
"AKa20";"La Vie de Bohème";"Evelyne Didi";"Und";"R:rodolfo's girlfriend ""Mimi"""
"AKa20";"La Vie de Bohème";"Laike";"Aml";"R:dog ""Baudelaire"""
"AKe1";"Madonna, Truth or Dare";"Madonna";"Und";"R:singer"
"AKe1";"Madonna, Truth or Dare";"Sandra Bernhard";"Sdk";"R:pal"
"AKe1";"Madonna, Truth or Dare";"Kevin Costner";"Und";"R:friend"
"AKe1";"Madonna, Truth or Dare";"Warren Beatty";"Und";"R:lover"
"AKe5";"With Honors";"Joe Pesci";"Und";"R:feisty homeless man"
"AKe5";"With Honors";"Brendan Fraser";"Und";"R:Harvard senior, becomes father figure, thwarted in degree"
"AKe5";"With Honors";"Moira Kelly";"Und";"R:roommate"
"AKe5";"With Honors";"Patrick Dempsey";"Und";"R:roommate"
"AKe5";"With Honors";"Josh Hamilton";"Und";"R:roommate"
"AKe5";"With Honors";"Gore Vidal";"Und";"R:blowhard professor"
"AKj10";"Coming Home";"Crahan Denton";"Und";"R:ex-con, loses money"
"AKj10";"Coming Home";"Jeanette Nolan";"Und";"R:wife"
"AKj10";"Coming Home";"Susan Silo";"Und";"R:daughter, fleeced father"
"AKj11";"Captive Audience";"James Mason";"Und";"R:mystery novelist"
"AKj11";"Captive Audience";"Angie Dickinson";"Und";"R:old flame"
"AKj11";"Captive Audience";"Ed Nelson";"Und";"R:writer"
"AKj12";"The 31st of February";"David Wayne";"Und";"R:mild-mannered executive, driven insane"
"AKj12";"The 31st of February";"William Conrad";"Und";"R:aggressive detective"
"AKj13";"A Tangled Web";"Zohra Lampert";"Und";"R:possessed by thief"
"AKj13";"A Tangled Web";"Robert Redford";"Und";"R:thief"
"AKj13";"A Tangled Web";"Barry Morse";"Und";"R:boyfriend, plots"
"AKj14";"The Cadaver";"Michael Parks";"Und";"R:medical student"
"AKj14";"The Cadaver";"Joby Baker";"Und";"R:joking roommate, killed"
"AKj15";"How to get Rid of Your Wife";"Bob Newhart";"Und";"R:henpecked"
"AKj15";"How to get Rid of Your Wife";"Jane Withers";"Und";"R:nag, scared"
"AKj16";"Beyond the Sea of Death";"Diana Hyland";"Und";"R:socialite"
"AKj16";"Beyond the Sea of Death";"Jeremy Slate";"Und";"R:young engineer, corresponds"
"AKj16";"Beyond the Sea of Death";"Mildred Dunnock";"Und";"R:realistic surrogate mother, killed"
"AKj16";"Beyond the Sea of Death";"Abraham Sofaer";"Und";"R:scheming mystic"
"AKj17";"Night Caller";"Felicia Farr";"Vil";"R:shapely tease"
"AKj17";"Night Caller";"Bruce Dern";"Inn Vic";"R:accused of peeping, killed"
"AKj17";"Night Caller";"David White";"Sdk";"R:husband"
"AKj18";"Ten Minutes From Now";"Donnelly Rhodes";"Und";"R:suspect artist"
"AKj18";"Ten Minutes From Now";"s a";"Und";"R:accomplice, robs museum"
"AKj19";"Isabel";"Bsarbara Barrie";"Und";"R:assaulted spinster, marries"
"AKj19";"Isabel";"Bradford Dillman";"Und";"R:suspect, falsely convicted, plots revenge"
"AKj19";"Isabel";"Dabney Coleman";"Und";"R:police sergeant"
"AKj20";"Where the Woodbine Twineth";"Margaret Leighton";"Und";"R:spinster, goes mad"
"AKj20";"Where the Woodbine Twineth";"s a";"Und";"R:nice, gets voodoo doll"
"AKj20";"Where the Woodbine Twineth";"Carl Benton Reid";"Und";"R:grandfather, captain"
"AKj21";"Completely Foolproof";"J.D. Cannon";"Und";"R:dishonest developer"
"AKj21";"Completely Foolproof";"Patricia Barry";"Und";"R:wife, wants divorce"
"AKj21";"Completely Foolproof";"Geoffrey Horen";"Und";"R:wife's lover, in debt"
"AkK2";"The Most Beautiful";"Yoko Yaguchi";"Und";"RU:"
"AkK7";"Drunken Angel";"Toshiro Mifune";"Und";"RU:"
"AkK7";"Drunken Angel";"Takashi Shimura";"Und";"RU:"
"AkK9";"Stray Dog";"Ko Kimura";"Und";"R:thief, cop's nemesis"
"AkK11";"Rashomon";"Toshiro Mifune";"Vil";"R:vicious bandit, rapes, murders"
"AkK11";"Rashomon";"Kyo Machiko";"Vic";"R:victim, raped"
"AkK11";"Rashomon";"Masayuki Mori";"Vic";"R:victim, murdered"
"AkK11";"Rashomon";"Takashi Shimura";"Und";"R:eyewitness"
"AkK12";"Ugetsu";"Kenji Mizoguchi";"Und";"RU:"
"AkK12";"Ugetsu";"Kinuyo Tanaka";"Und";"RU:"
"AkK12";"Ugetsu";"Machiko Kyo";"Und";"RU:"
"AkK14";"Shichinin no Samurai";"Toshiro Mifune";"Und";"R:warrior"
"AkK14";"Shichinin no Samurai";"Takashi Shimura";"Und";"RU:"
"AkK14";"Shichinin no Samurai";"Kuninori Kodo";"Und";"RU:"
"AkK14";"Shichinin no Samurai";"Daisuke Kato";"Und";"RU:"
"AkK14";"Shichinin no Samurai";"Minoru Chaiki";"Und";"RU:"
"AkK15";"Record of a Living Being";"Takashi Shimura";"Und";"R:ordinary businessman, dying"
"AkK20";"Yojimbo";"Toshiro Mifune";"Und";"R:unemployed samurai"
"AkK23";"Sanjuro";"Toshiro Mifune";"Und";"R:samurai"
"AkK22";"High and Low";"Toshiro Mifune";"Und";"R:executive, threatened by kidnapping"
"AkK22";"High and Low";"Tasuya Nkadai";"Und";"R:police inspector"
"AkK22";"High and Low";"s a";"Und";"R:kidnapper"
"AkK22";"High and Low";"s a";"Und";"R:chauffeur's son, kidnapped by mistake"
"AkK26";"Derzu Uzala";"s a";"Und";"R:explorer"
"AkK26";"Derzu Uzala";"s a";"Und";"R:guide"
"AkK27";"Kagemusha";"Tatsya Nakadai";"Und";"R:warlord"
"AkK27";"Kagemusha";"Tatsya Nakadai";"Und";"R:thieving peasant, warlord's double"
"AkK28";"Ran";"Mieko Harada";"Und";"R:vengeful demon ""Lady Kaede"""
"AkK28";"Ran";"Tatsuya Nakadai";"Und";"R:warlord head of clan"
"AkK28";"Ran";"Peter";"Und";"R:fool transvestite"
"AkK28";"Ran";"Hisahi Ikawa";"Und";"R:defies demon"
"AkK28";"Ran";"Satoshi Terao";"Und";"RS:blind ""Tsurumaru"""
"AkK28";"Ran";"Jinpachi Nezu";"Und";"RU:"
"AkK28";"Ran";"Daisuke Ryu";"Und";"RU:"
